Geography,Geographic Area Name,County,State,Population,Median Income,Median Income Rank,Mean Income,Mean Income Rank,Weighted Education Score,Weighted Education Rank
0500000US27099,"Mower County, Minnesota",Mower County,Minnesota,29923,66972,1042,86370,1040,2.733081576,1325
0500000US27101,"Murray County, Minnesota",Murray County,Minnesota,6390,71500,729,86878,1016,2.697809077,1510
0500000US27103,"Nicollet County, Minnesota",Nicollet County,Minnesota,26929,79113,440,106710,324,3.034238182,341
0500000US27105,"Nobles County, Minnesota",Nobles County,Minnesota,16048,62973,1377,80292,1518,2.458935693,2662
0500000US27107,"Norman County, Minnesota",Norman County,Minnesota,4923,65278,1185,83804,1223,2.75746496,1212
0500000US27109,"Olmsted County, Minnesota",Olmsted County,Minnesota,123129,90420,208,122239,170,3.311575665,84
0500000US27111,"Otter Tail County, Minnesota",Otter Tail County,Minnesota,47063,67990,974,86947,1013,2.884665236,710
0500000US27113,"Pennington County, Minnesota",Pennington County,Minnesota,10847,71504,728,84891,1146,2.809716972,979
0500000US27115,"Pine County, Minnesota",Pine County,Minnesota,23459,65059,1207,78804,1640,2.577560851,2115
0500000US27117,"Pipestone County, Minnesota",Pipestone County,Minnesota,6839,68341,948,84111,1198,2.717063898,1403
0500000US27119,"Polk County, Minnesota",Polk County,Minnesota,23499,69540,870,83410,1259,2.863568662,776
0500000US27121,"Pope County, Minnesota",Pope County,Minnesota,8933,71212,753,89070,896,2.869808575,754
0500000US27123,"Ramsey County, Minnesota",Ramsey County,Minnesota,420702,78108,464,106904,318,3.170355739,170
0500000US27125,"Red Lake County, Minnesota",Red Lake County,Minnesota,2959,73889,623,83685,1234,2.712402839,1428
0500000US27127,"Redwood County, Minnesota",Redwood County,Minnesota,11565,65617,1158,80890,1468,2.725118893,1366
0500000US27129,"Renville County, Minnesota",Renville County,Minnesota,11288,66313,1106,82725,1309,2.661587527,1684
0500000US27131,"Rice County, Minnesota",Rice County,Minnesota,52747,78214,461,99972,463,2.876068781,738
0500000US27133,"Rock County, Minnesota",Rock County,Minnesota,7236,75060,575,93192,698,2.844250967,850
0500000US27135,"Roseau County, Minnesota",Roseau County,Minnesota,11641,70122,829,87183,1008,2.678464049,1595
0500000US27137,"St. Louis County, Minnesota",St. Louis County,Minnesota,162673,66491,1088,86713,1026,3.012306898,380
0500000US27139,"Scott County, Minnesota",Scott County,Minnesota,111192,118268,41,144751,66,3.1641485,175
0500000US27141,"Sherburne County, Minnesota",Sherburne County,Minnesota,72445,99431,126,114114,245,2.887832149,700
0500000US27143,"Sibley County, Minnesota",Sibley County,Minnesota,11524,74781,592,92467,729,2.670513711,1639
0500000US27145,"Stearns County, Minnesota",Stearns County,Minnesota,121818,73105,659,92557,723,2.915061814,620
0500000US27147,"Steele County, Minnesota",Steele County,Minnesota,28217,79722,412,97853,531,2.879611582,724
0500000US27149,"Stevens County, Minnesota",Stevens County,Minnesota,7561,69737,860,97998,527,2.912180928,629
0500000US27151,"Swift County, Minnesota",Swift County,Minnesota,7560,58362,1823,81827,1380,2.761904762,1195
0500000US27153,"Todd County, Minnesota",Todd County,Minnesota,19251,63216,1353,76266,1848,2.538673316,2296
0500000US27155,"Traverse County, Minnesota",Traverse County,Minnesota,2624,63456,1334,81057,1455,2.695121951,1528
0500000US27157,"Wabasha County, Minnesota",Wabasha County,Minnesota,16827,75063,574,93379,688,2.892078208,693
0500000US27159,"Wadena County, Minnesota",Wadena County,Minnesota,10400,54747,2184,68445,2479,2.674423077,1612
0500000US27161,"Waseca County, Minnesota",Waseca County,Minnesota,14584,71856,712,91089,794,2.744034558,1271
0500000US27163,"Washington County, Minnesota",Washington County,Minnesota,203809,110828,60,143126,69,3.300884652,89
0500000US27165,"Watonwan County, Minnesota",Watonwan County,Minnesota,8462,65197,1192,84276,1187,2.607185063,1980
0500000US27167,"Wilkin County, Minnesota",Wilkin County,Minnesota,5056,67114,1034,89697,848,2.827136076,914
0500000US27169,"Winona County, Minnesota",Winona County,Minnesota,40966,66162,1125,83555,1245,2.970878289,471
0500000US27171,"Wright County, Minnesota",Wright County,Minnesota,103390,102980,100,117983,201,2.988683625,437
0500000US27173,"Yellow Medicine County, Minnesota",Yellow Medicine County,Minnesota,7348,70605,788,87454,997,2.745508982,1259
0500000US28001,"Adams County, Mississippi",Adams County,Mississippi,23057,37271,3073,55372,3047,2.549551112,2240
0500000US28003,"Alcorn County, Mississippi",Alcorn County,Mississippi,26824,47716,2680,65607,2655,2.519012824,2393
0500000US28005,"Amite County, Mississippi",Amite County,Mississippi,10083,34866,3105,50090,3114,2.458792026,2664
0500000US28007,"Attala County, Mississippi",Attala County,Mississippi,13348,42680,2929,68671,2459,2.488312856,2541
0500000US28009,"Benton County, Mississippi",Benton County,Mississippi,6032,38750,3042,55802,3037,2.388925729,2913
0500000US28011,"Bolivar County, Mississippi",Bolivar County,Mississippi,23172,37845,3065,64115,2725,2.758242707,1207
0500000US28013,"Calhoun County, Mississippi",Calhoun County,Mississippi,10208,44505,2865,55856,3036,2.377938871,2951
0500000US28015,"Carroll County, Mississippi",Carroll County,Mississippi,8159,42285,2945,61964,2827,2.419781836,2814
0500000US28017,"Chickasaw County, Mississippi",Chickasaw County,Mississippi,12801,40224,3010,52908,3082,2.326380752,3056
0500000US28019,"Choctaw County, Mississippi",Choctaw County,Mississippi,6469,41887,2959,66543,2599,2.547379811,2254
0500000US28021,"Claiborne County, Mississippi",Claiborne County,Mississippi,7102,34282,3110,51995,3092,2.683610251,1575
0500000US28023,"Clarke County, Mississippi",Clarke County,Mississippi,12081,46329,2772,64381,2715,2.489611787,2534
0500000US28025,"Clay County, Mississippi",Clay County,Mississippi,14384,37412,3070,56933,3010,2.504657953,2465
0500000US28027,"Coahoma County, Mississippi",Coahoma County,Mississippi,15606,36075,3087,54256,3067,2.629052928,1856
0500000US28029,"Copiah County, Mississippi",Copiah County,Mississippi,21858,46889,2736,75649,1906,2.639171013,1802
0500000US28031,"Covington County, Mississippi",Covington County,Mississippi,13864,40164,3012,58449,2962,2.52517311,2370
0500000US28033,"DeSoto County, Mississippi",DeSoto County,Mississippi,139320,79666,416,94033,660,2.844896641,847
0500000US28035,"Forrest County, Mississippi",Forrest County,Mississippi,60426,49340,2584,71069,2288,2.898172972,669
0500000US28037,"Franklin County, Mississippi",Franklin County,Mississippi,5916,43942,2880,62436,2795,2.562373225,2191
0500000US28039,"George County, Mississippi",George County,Mississippi,18069,51349,2451,68792,2453,2.543416902,2277
0500000US28041,"Greene County, Mississippi",Greene County,Mississippi,11122,50000,2542,62953,2778,2.38320446,2931
0500000US28043,"Grenada County, Mississippi",Grenada County,Mississippi,16340,45745,2803,67233,2560,2.609485924,1965
0500000US28045,"Hancock County, Mississippi",Hancock County,Mississippi,37058,63623,1322,88522,930,2.813535539,961
0500000US28047,"Harrison County, Mississippi",Harrison County,Mississippi,159278,55211,2145,75018,1957,2.787648012,1077
0500000US28049,"Hinds County, Mississippi",Hinds County,Mississippi,173017,48596,2628,68871,2447,2.935983169,565
0500000US28051,"Holmes County, Mississippi",Holmes County,Mississippi,12644,28818,3146,49164,3122,2.46559633,2637
0500000US28053,"Humphreys County, Mississippi",Humphreys County,Mississippi,5746,31907,3132,61023,2859,2.451270449,2692
0500000US28055,"Issaquena County, Mississippi",Issaquena County,Mississippi,1080,17900,3211,36134,3161,1.960185185,3218
0500000US28057,"Itawamba County, Mississippi",Itawamba County,Mississippi,18835,57252,1949,82383,1336,2.56649854,2169
0500000US28059,"Jackson County, Mississippi",Jackson County,Mississippi,110655,60045,1644,79590,1568,2.773991234,1140
0500000US28061,"Jasper County, Mississippi",Jasper County,Mississippi,12619,43914,2883,58265,2967,2.523734052,2374
0500000US28063,"Jefferson County, Mississippi",Jefferson County,Mississippi,5646,31544,3137,50112,3113,2.475380801,2593
0500000US28065,"Jefferson Davis County, Mississippi",Jefferson Davis County,Mississippi,9049,36473,3084,54515,3061,2.503149519,2472
0500000US28067,"Jones County, Mississippi",Jones County,Mississippi,50510,49451,2575,68431,2480,2.664125916,1668
0500000US28069,"Kemper County, Mississippi",Kemper County,Mississippi,7345,42947,2921,55545,3043,2.591014295,2060
0500000US28071,"Lafayette County, Mississippi",Lafayette County,Mississippi,46066,59748,1681,91629,768,3.146181566,191
0500000US28073,"Lamar County, Mississippi",Lamar County,Mississippi,48689,67972,976,94973,622,2.970239685,473
0500000US28075,"Lauderdale County, Mississippi",Lauderdale County,Mississippi,55676,45649,2811,65795,2639,2.662044687,1681
0500000US28077,"Lawrence County, Mississippi",Lawrence County,Mississippi,8926,41096,2987,58693,2951,2.457427739,2668
0500000US28079,"Leake County, Mississippi",Leake County,Mississippi,16445,46669,2751,66515,2600,2.48020675,2571
0500000US28081,"Lee County, Mississippi",Lee County,Mississippi,62566,64479,1247,84321,1182,2.809097593,986
0500000US28083,"Leflore County, Mississippi",Leflore County,Mississippi,20148,33115,3122,60870,2863,2.603384951,2002
0500000US28085,"Lincoln County, Mississippi",Lincoln County,Mississippi,26811,47069,2720,65345,2666,2.607064265,1982
0500000US28087,"Lowndes County, Mississippi",Lowndes County,Mississippi,44669,53687,2265,72963,2123,2.768027043,1162
0500000US28089,"Madison County, Mississippi",Madison County,Mississippi,82592,79105,441,118098,198,3.319716195,78
0500000US28091,"Marion County, Mississippi",Marion County,Mississippi,18675,38399,3052,58278,2966,2.434859438,2759
0500000US28093,"Marshall County, Mississippi",Marshall County,Mississippi,26992,51431,2449,74061,2035,2.461581209,2649
0500000US28095,"Monroe County, Mississippi",Monroe County,Mississippi,26455,51190,2458,67885,2514,2.504176904,2467
0500000US28097,"Montgomery County, Mississippi",Montgomery County,Mississippi,7580,36845,3081,57329,2999,2.456596306,2672
0500000US28099,"Neshoba County, Mississippi",Neshoba County,Mississippi,20978,47400,2701,64183,2722,2.501096387,2480
0500000US28101,"Newton County, Mississippi",Newton County,Mississippi,16177,49160,2599,72151,2201,2.584719046,2085
0500000US28103,"Noxubee County, Mississippi",Noxubee County,Mississippi,7713,42298,2943,50540,3110,2.342019966,3035
0500000US28105,"Oktibbeha County, Mississippi",Oktibbeha County,Mississippi,42454,42953,2920,67684,2532,3.101874971,243
0500000US28107,"Panola County, Mississippi",Panola County,Mississippi,25011,47894,2671,67859,2516,2.514253728,2417
0500000US28109,"Pearl River County, Mississippi",Pearl River County,Mississippi,43665,54220,2220,70309,2350,2.560013741,2199
0500000US28111,"Perry County, Mississippi",Perry County,Mississippi,8962,48333,2640,61035,2858,2.423231422,2800
0500000US28113,"Pike County, Mississippi",Pike County,Mississippi,29830,40131,3015,59232,2930,2.507509219,2452
0500000US28115,"Pontotoc County, Mississippi",Pontotoc County,Mississippi,22989,54414,2207,70049,2374,2.54652225,2262
0500000US28117,"Prentiss County, Mississippi",Prentiss County,Mississippi,19435,51578,2433,71102,2285,2.612657577,1941
0500000US28119,"Quitman County, Mississippi",Quitman County,Mississippi,4718,31192,3140,43369,3148,2.373675286,2963
0500000US28121,"Rankin County, Mississippi",Rankin County,Mississippi,121686,76460,526,95038,619,2.956642506,505
0500000US28123,"Scott County, Mississippi",Scott County,Mississippi,20336,44968,2839,62217,2808,2.366542093,2978
0500000US28125,"Sharkey County, Mississippi",Sharkey County,Mississippi,2975,41000,2991,59008,2940,2.390252101,2908
0500000US28127,"Simpson County, Mississippi",Simpson County,Mississippi,19747,50867,2487,73080,2117,2.457689776,2666
0500000US28129,"Smith County, Mississippi",Smith County,Mississippi,11023,51983,2402,63109,2773,2.446520911,2705
0500000US28131,"Stone County, Mississippi",Stone County,Mississippi,14387,55894,2074,69312,2420,2.554945437,2215
0500000US28133,"Sunflower County, Mississippi",Sunflower County,Mississippi,20324,37403,3071,54272,3065,2.442826215,2721
0500000US28135,"Tallahatchie County, Mississippi",Tallahatchie County,Mississippi,10048,35428,3096,50959,3107,2.396098726,2889
0500000US28137,"Tate County, Mississippi",Tate County,Mississippi,21706,61286,1534,74352,2011,2.597668847,2028
0500000US28139,"Tippah County, Mississippi",Tippah County,Mississippi,16589,47968,2665,65718,2648,2.490988004,2522
0500000US28141,"Tishomingo County, Mississippi",Tishomingo County,Mississippi,14780,45545,2814,60901,2862,2.521718539,2382
0500000US28143,"Tunica County, Mississippi",Tunica County,Mississippi,6996,41676,2967,51004,3106,2.437106918,2750
0500000US28145,"Union County, Mississippi",Union County,Mississippi,20895,55970,2067,73173,2111,2.463843025,2643
0500000US28147,"Walthall County, Mississippi",Walthall County,Mississippi,10694,37145,3076,59917,2895,2.487095568,2547
0500000US28149,"Warren County, Mississippi",Warren County,Mississippi,33822,54117,2226,77799,1714,2.823280705,925
0500000US28151,"Washington County, Mississippi",Washington County,Mississippi,33301,38394,3053,56945,3009,2.53289691,2331
0500000US28153,"Wayne County, Mississippi",Wayne County,Mississippi,14918,34875,3104,58691,2952,2.535393484,2314
0500000US28155,"Webster County, Mississippi",Webster County,Mississippi,7585,55657,2100,65778,2640,2.550428477,2236
0500000US28157,"Wilkinson County, Mississippi",Wilkinson County,Mississippi,6751,34928,3103,57637,2989,2.340690268,3036
0500000US28159,"Winston County, Mississippi",Winston County,Mississippi,13847,45516,2817,66607,2593,2.532317469,2332
0500000US28161,"Yalobusha County, Mississippi",Yalobusha County,Mississippi,9772,47006,2729,58196,2971,2.39531314,2891
0500000US28163,"Yazoo County, Mississippi",Yazoo County,Mississippi,21643,41867,2960,58124,2974,2.27773414,3123
0500000US29001,"Adair County, Missouri",Adair County,Missouri,20700,51020,2478,79229,1604,2.984009662,444
0500000US29003,"Andrew County, Missouri",Andrew County,Missouri,13927,68774,918,83098,1285,2.809937531,978
0500000US29005,"Atchison County, Missouri",Atchison County,Missouri,4178,58521,1805,72058,2213,2.641455242,1785
0500000US29007,"Audrain County, Missouri",Audrain County,Missouri,19258,51745,2425,70321,2348,2.504050265,2468
0500000US29009,"Barry County, Missouri",Barry County,Missouri,26918,55592,2103,78014,1699,2.484471357,2559
0500000US29011,"Barton County, Missouri",Barton County,Missouri,8926,48105,2654,65736,2645,2.498655613,2489
0500000US29013,"Bates County, Missouri",Bates County,Missouri,12306,54122,2225,69511,2407,2.443686007,2718
0500000US29015,"Benton County, Missouri",Benton County,Missouri,16220,50229,2534,67962,2511,2.530949445,2341
0500000US29017,"Bollinger County, Missouri",Bollinger County,Missouri,8382,52306,2381,62011,2824,2.382009067,2939
0500000US29019,"Boone County, Missouri",Boone County,Missouri,147105,66564,1082,91044,796,3.269406206,101
0500000US29021,"Buchanan County, Missouri",Buchanan County,Missouri,65548,58303,1833,78291,1684,2.681317508,1583
0500000US29023,"Butler County, Missouri",Butler County,Missouri,32411,47245,2710,62781,2786,2.430008331,2775
0500000US29025,"Caldwell County, Missouri",Caldwell County,Missouri,6784,58269,1838,72708,2146,2.549970519,2238
0500000US29027,"Callaway County, Missouri",Callaway County,Missouri,35273,70599,789,84960,1141,2.756754458,1214
0500000US29029,"Camden County, Missouri",Camden County,Missouri,35694,59834,1672,86262,1049,2.733764778,1321
0500000US29031,"Cape Girardeau County, Missouri",Cape Girardeau County,Missouri,64295,65070,1205,82247,1345,2.939357648,554
0500000US29033,"Carroll County, Missouri",Carroll County,Missouri,6623,59101,1750,72283,2189,2.629473048,1854
0500000US29035,"Carter County, Missouri",Carter County,Missouri,4136,45737,2804,67440,2546,2.3844294,2926
0500000US29037,"Cass County, Missouri",Cass County,Missouri,82562,82473,337,99261,483,2.880841065,720
0500000US29039,"Cedar County, Missouri",Cedar County,Missouri,10864,43589,2893,72146,2203,2.522643594,2379
0500000US29041,"Chariton County, Missouri",Chariton County,Missouri,5750,61910,1478,73277,2099,2.645217391,1765
0500000US29043,"Christian County, Missouri",Christian County,Missouri,67031,75787,547,94137,655,2.983291313,446
0500000US29045,"Clark County, Missouri",Clark County,Missouri,5048,53362,2295,69018,2442,2.473256735,2601
0500000US29047,"Clay County, Missouri",Clay County,Missouri,192908,82264,346,100619,447,3.011720613,383
0500000US29049,"Clinton County, Missouri",Clinton County,Missouri,16199,66494,1086,80042,1536,2.68319032,1577
0500000US29051,"Cole County, Missouri",Cole County,Missouri,59858,70667,782,87298,1000,2.991930903,431
0500000US29053,"Cooper County, Missouri",Cooper County,Missouri,13138,62239,1448,74168,2022,2.694093469,1532
0500000US29055,"Crawford County, Missouri",Crawford County,Missouri,17882,52367,2377,72370,2179,2.440442903,2734
0500000US29057,"Dade County, Missouri",Dade County,Missouri,6065,46806,2741,68598,2462,2.514921682,2415
0500000US29059,"Dallas County, Missouri",Dallas County,Missouri,13056,46547,2759,62187,2811,2.44286152,2720
0500000US29061,"Daviess County, Missouri",Daviess County,Missouri,6306,59706,1690,78693,1646,2.551221059,2233
0500000US29063,"DeKalb County, Missouri",DeKalb County,Missouri,9695,67910,981,77432,1746,2.486539453,2549
0500000US29065,"Dent County, Missouri",Dent County,Missouri,11227,51410,2450,65460,2660,2.530328672,2342
0500000US29067,"Douglas County, Missouri",Douglas County,Missouri,9168,47848,2673,67129,2569,2.477203316,2584
0500000US29069,"Dunklin County, Missouri",Dunklin County,Missouri,20941,44868,2844,64879,2687,2.347977651,3021
0500000US29071,"Franklin County, Missouri",Franklin County,Missouri,81230,70111,831,89064,897,2.727846855,1353
0500000US29073,"Gasconade County, Missouri",Gasconade County,Missouri,11744,62638,1407,83256,1268,2.634621935,1833
0500000US29075,"Gentry County, Missouri",Gentry County,Missouri,4667,53799,2250,73748,2058,2.547032355,2256
0500000US29077,"Greene County, Missouri",Greene County,Missouri,237072,54968,2162,76452,1828,2.97960957,455
0500000US29079,"Grundy County, Missouri",Grundy County,Missouri,7405,51045,2469,69032,2439,2.515192438,2413
0500000US29081,"Harrison County, Missouri",Harrison County,Missouri,6213,51809,2419,60852,2864,2.541928215,2285
0500000US29083,"Henry County, Missouri",Henry County,Missouri,17265,54903,2167,74611,1990,2.534491746,2322
0500000US29085,"Hickory County, Missouri",Hickory County,Missouri,7025,33302,3120,45556,3142,2.405124555,2860
0500000US29087,"Holt County, Missouri",Holt County,Missouri,3415,55153,2150,75919,1880,2.664421669,1663
0500000US29089,"Howard County, Missouri",Howard County,Missouri,7917,59023,1757,77164,1763,2.799671593,1021
0500000US29091,"Howell County, Missouri",Howell County,Missouri,30362,46401,2767,60708,2870,2.527205059,2358
0500000US29093,"Iron County, Missouri",Iron County,Missouri,7545,53401,2290,64708,2694,2.577468522,2116
0500000US29095,"Jackson County, Missouri",Jackson County,Missouri,549002,65169,1197,86997,1012,2.950761564,517
0500000US29097,"Jasper County, Missouri",Jasper County,Missouri,92525,54963,2163,71579,2249,2.70689003,1461
0500000US29099,"Jefferson County, Missouri",Jefferson County,Missouri,175291,77217,496,92016,751,2.770444575,1155
0500000US29101,"Johnson County, Missouri",Johnson County,Missouri,42295,62503,1418,78854,1636,2.856058636,804
0500000US29103,"Knox County, Missouri",Knox County,Missouri,2876,49167,2598,63736,2743,2.406119611,2857
0500000US29105,"Laclede County, Missouri",Laclede County,Missouri,27144,49202,2594,68617,2461,2.519893899,2387
0500000US29107,"Lafayette County, Missouri",Lafayette County,Missouri,25297,78397,455,88775,919,2.685298652,1567
0500000US29109,"Lawrence County, Missouri",Lawrence County,Missouri,28586,52225,2388,67510,2543,2.469635486,2619
0500000US29111,"Lewis County, Missouri",Lewis County,Missouri,7837,49779,2557,64497,2706,2.485517417,2555
0500000US29113,"Lincoln County, Missouri",Lincoln County,Missouri,45030,82543,336,91821,760,2.613968465,1936
0500000US29115,"Linn County, Missouri",Linn County,Missouri,9098,58435,1814,79427,1586,2.567047703,2165
0500000US29117,"Livingston County, Missouri",Livingston County,Missouri,11267,58772,1781,79863,1548,2.583917636,2091
0500000US29119,"McDonald County, Missouri",McDonald County,Missouri,17418,46494,2761,61956,2828,2.30164198,3099
0500000US29121,"Macon County, Missouri",Macon County,Missouri,11649,54113,2227,65806,2637,2.577903683,2114
0500000US29123,"Madison County, Missouri",Madison County,Missouri,9628,54042,2236,80794,1480,2.519734109,2388
0500000US29125,"Maries County, Missouri",Maries County,Missouri,6722,56491,2020,71009,2293,2.535852425,2312
0500000US29127,"Marion County, Missouri",Marion County,Missouri,21946,62492,1421,76498,1825,2.727285154,1357
0500000US29129,"Mercer County, Missouri",Mercer County,Missouri,2665,55592,2104,67162,2566,2.606378987,1984
0500000US29131,"Miller County, Missouri",Miller County,Missouri,19055,53490,2286,71776,2229,2.625505117,1882
0500000US29133,"Mississippi County, Missouri",Mississippi County,Missouri,9580,40833,2994,54639,3058,2.259290188,3141
0500000US29135,"Moniteau County, Missouri",Moniteau County,Missouri,11556,66792,1062,78611,1658,2.504932503,2463
0500000US29137,"Monroe County, Missouri",Monroe County,Missouri,6756,50245,2533,67200,2564,2.490230906,2527
0500000US29139,"Montgomery County, Missouri",Montgomery County,Missouri,8877,58660,1793,71653,2242,2.514813563,2416
0500000US29141,"Morgan County, Missouri",Morgan County,Missouri,16358,48841,2612,70436,2343,2.345213351,3027
0500000US29143,"New Madrid County, Missouri",New Madrid County,Missouri,12496,44092,2877,62832,2784,2.381802177,2941
0500000US29145,"Newton County, Missouri",Newton County,Missouri,45074,60313,1622,85809,1080,2.691773528,1539
0500000US29147,"Nodaway County, Missouri",Nodaway County,Missouri,17626,53917,2243,69957,2378,2.836264609,878
0500000US29149,"Oregon County, Missouri",Oregon County,Missouri,6756,41365,2978,52756,3084,2.441385435,2732
0500000US29151,"Osage County, Missouri",Osage County,Missouri,10294,70313,817,96390,577,2.707693802,1456
0500000US29153,"Ozark County, Missouri",Ozark County,Missouri,7012,39125,3032,60133,2887,2.33727895,3040
0500000US29155,"Pemiscot County, Missouri",Pemiscot County,Missouri,11548,37426,3069,59683,2904,2.308365085,3086
0500000US29157,"Perry County, Missouri",Perry County,Missouri,14615,61486,1514,77309,1751,2.546356483,2263
0500000US29159,"Pettis County, Missouri",Pettis County,Missouri,32343,57581,1908,79159,1610,2.636799307,1813
0500000US29161,"Phelps County, Missouri",Phelps County,Missouri,35442,53242,2302,70451,2341,2.945375543,533
0500000US29163,"Pike County, Missouri",Pike County,Missouri,13696,53363,2294,71989,2219,2.399240654,2879
0500000US29165,"Platte County, Missouri",Platte County,Missouri,82011,92543,184,117776,202,3.244820817,115
0500000US29167,"Polk County, Missouri",Polk County,Missouri,24609,54487,2202,69480,2409,2.653256939,1724
0500000US29169,"Pulaski County, Missouri",Pulaski County,Missouri,42033,62541,1415,75918,1881,2.805771656,1005
0500000US29171,"Putnam County, Missouri",Putnam County,Missouri,3634,50950,2483,71230,2278,2.679416621,1588
0500000US29173,"Ralls County, Missouri",Ralls County,Missouri,8190,62615,1409,75409,1922,2.503174603,2471
0500000US29175,"Randolph County, Missouri",Randolph County,Missouri,19269,51480,2447,64831,2689,2.587524002,2077
0500000US29177,"Ray County, Missouri",Ray County,Missouri,17889,69779,857,87696,978,2.505729778,2458
0500000US29179,"Reynolds County, Missouri",Reynolds County,Missouri,4969,43856,2885,56608,3018,2.339706178,3037
0500000US29181,"Ripley County, Missouri",Ripley County,Missouri,8290,42541,2934,55660,3038,2.403618818,2867
0500000US29183,"St. Charles County, Missouri",St. Charles County,Missouri,313584,99596,123,122330,168,3.190035206,154
0500000US29185,"St. Clair County, Missouri",St. Clair County,Missouri,7425,43483,2900,57948,2977,2.501818182,2477
0500000US29186,"Ste. Genevieve County, Missouri",Ste. Genevieve County,Missouri,14549,61215,1546,83592,1243,2.644442917,1768
0500000US29187,"St. Francois County, Missouri",St. Francois County,Missouri,52668,53083,2310,69486,2408,2.535277588,2316
0500000US29189,"St. Louis County, Missouri",St. Louis County,Missouri,780415,78067,466,116738,211,3.260279467,105
0500000US29195,"Saline County, Missouri",Saline County,Missouri,18097,55396,2127,72741,2144,2.71133337,1438
0500000US29197,"Schuyler County, Missouri",Schuyler County,Missouri,3013,53728,2262,61438,2845,2.486558248,2548
0500000US29199,"Scotland County, Missouri",Scotland County,Missouri,3322,58656,1794,77522,1738,2.43859121,2740
0500000US29201,"Scott County, Missouri",Scott County,Missouri,28932,54621,2193,72346,2181,2.595188718,2035
0500000US29203,"Shannon County, Missouri",Shannon County,Missouri,5575,46767,2744,57484,2994,2.448251121,2698
0500000US29205,"Shelby County, Missouri",Shelby County,Missouri,4588,50387,2519,67242,2559,2.518090671,2400
0500000US29207,"Stoddard County, Missouri",Stoddard County,Missouri,22389,51703,2429,64497,2707,2.374022958,2961
0500000US29209,"Stone County, Missouri",Stone County,Missouri,26167,58392,1821,75783,1894,2.696143998,1522
0500000US29211,"Sullivan County, Missouri",Sullivan County,Missouri,4643,53438,2288,66272,2610,2.40469524,2863
0500000US29213,"Taney County, Missouri",Taney County,Missouri,44574,54467,2204,70099,2371,2.753488581,1228
0500000US29215,"Texas County, Missouri",Texas County,Missouri,19498,42870,2924,59053,2938,2.489639963,2533
0500000US29217,"Vernon County, Missouri",Vernon County,Missouri,15072,53318,2297,66607,2594,2.570196391,2147
0500000US29219,"Warren County, Missouri",Warren County,Missouri,27352,75531,560,93875,665,2.602698157,2007
0500000US29221,"Washington County, Missouri",Washington County,Missouri,18042,49364,2580,73374,2089,2.364205742,2985
0500000US29223,"Wayne County, Missouri",Wayne County,Missouri,8905,42758,2926,55522,3045,2.359573273,2998
0500000US29225,"Webster County, Missouri",Webster County,Missouri,28563,65103,1203,78174,1692,2.566502118,2168
0500000US29227,"Worth County, Missouri",Worth County,Missouri,1581,43536,2897,62637,2789,2.535104364,2318
0500000US29229,"Wright County, Missouri",Wright County,Missouri,13669,43573,2894,56971,3007,2.387007096,2917
0500000US29510,"St. Louis city, Missouri",St. Louis city,Missouri,242828,52941,2327,74579,1993,3.069547169,288
0500000US30001,"Beaverhead County, Montana",Beaverhead County,Montana,7841,55867,2081,76551,1821,3.027802576,351
0500000US30003,"Big Horn County, Montana",Big Horn County,Montana,8769,52463,2369,68470,2473,2.634279849,1835
0500000US30005,"Blaine County, Montana",Blaine County,Montana,4941,58507,1806,68530,2467,2.772515685,1147
0500000US30007,"Broadwater County, Montana",Broadwater County,Montana,5669,61679,1499,78352,1680,2.794319986,1040
0500000US30009,"Carbon County, Montana",Carbon County,Montana,8785,66780,1063,88921,910,3.005463859,395
0500000US30011,"Carter County, Montana",Carter County,Montana,1090,46486,2762,61341,2848,2.775229358,1137
0500000US30013,"Cascade County, Montana",Cascade County,Montana,65590,61351,1524,81299,1431,2.859277329,792
0500000US30015,"Chouteau County, Montana",Chouteau County,Montana,4531,51791,2421,71860,2225,2.713749724,1422
0500000US30017,"Custer County, Montana",Custer County,Montana,9604,61114,1556,82231,1347,2.862036651,781
0500000US30019,"Daniels County, Montana",Daniels County,Montana,1249,47378,2703,67209,2563,2.879103283,727
0500000US30021,"Dawson County, Montana",Dawson County,Montana,6995,68168,957,86644,1029,2.910650465,636
0500000US30023,"Deer Lodge County, Montana",Deer Lodge County,Montana,8220,46436,2764,59745,2900,2.611800487,1946
0500000US30025,"Fallon County, Montana",Fallon County,Montana,2186,79750,409,101684,425,2.75526075,1222
0500000US30027,"Fergus County, Montana",Fergus County,Montana,9230,58321,1831,76228,1851,2.892741062,688
0500000US30029,"Flathead County, Montana",Flathead County,Montana,82994,68025,970,91345,781,3.032074608,347
0500000US30031,"Gallatin County, Montana",Gallatin County,Montana,96710,83434,313,116338,217,3.351876745,66
0500000US30033,"Garfield County, Montana",Garfield County,Montana,757,61786,1488,84569,1170,2.731836196,1333
0500000US30035,"Glacier County, Montana",Glacier County,Montana,9714,41078,2988,58912,2943,2.59378217,2045
0500000US30037,"Golden Valley County, Montana",Golden Valley County,Montana,708,54792,2179,68757,2454,2.734463277,1316
0500000US30039,"Granite County, Montana",Granite County,Montana,2838,53917,2244,79413,1587,2.80620155,1001
0500000US30041,"Hill County, Montana",Hill County,Montana,11725,58427,1815,72470,2166,2.750788913,1240
